URL_ID,URL,WORD COUNT,COMPLEX WORD COUNT,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,674,175,1,0,0.17235048901715574,0.4578546233308138,25.923076923076923,25.96439169139466,20.754987445788636,25.923076923076923,1.8961424332344214,9,5.761127596439169
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,631,160,1,0,0.08722034632034631,0.36331428571428576,24.26923076923077,25.356576862123614,19.850323052541754,24.26923076923077,1.8700475435816164,4,5.6608557844690965
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,808,188,0,0,0.11084585349291229,0.46545986693045516,23.085714285714285,23.26732673267327,18.541216407355023,23.085714285714285,1.8452970297029703,2,5.631188118811881
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,732,184,1,0,0.17254619019324904,0.49624890360184476,26.142857142857142,25.136612021857925,20.51178766588603,26.142857142857142,1.8620218579234973,15,5.612021857923497
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,752,171,1,0,0.135987012987013,0.39104761904761903,21.485714285714284,22.73936170212766,17.69003039513678,21.485714285714284,1.8390957446808511,5,5.602393617021277
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,799,217,0,0,0.09165920884670885,0.3717388514263515,22.194444444444443,27.15894868585732,19.741357252120707,22.194444444444443,1.9098873591989987,10,5.684605757196495
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,412,95,0,0,0.06826725905673273,0.3354522670312143,31.692307692307693,23.058252427184467,21.90022404779687,31.692307692307693,1.8470873786407767,4,5.538834951456311
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,562,164,0,0,0.06778787878787879,0.44746753246753246,20.814814814814813,29.181494661921707,19.99852379069461,20.814814814814813,2.0498220640569396,3,6.1512455516014235
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,500,133,1,0,0.13039021164021164,0.497646103896104,26.31578947368421,26.6,21.166315789473686,26.31578947368421,1.956,2,5.924
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,603,172,0,0,0.17947563189498672,0.4814062281804217,21.535714285714285,28.524046434494192,20.02390428808339,21.535714285714285,1.956882255389718,6,5.774461028192372
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,830,190,0,0,0.09315893630179342,0.3753472479901052,19.302325581395348,22.89156626506024,16.877556738582236,19.302325581395348,1.8277108433734939,2,5.5
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,1017,178,1,2,0.005777581004853731,0.41521972976518434,33.9,17.502458210422812,20.560983284169126,33.9,1.6509341199606686,11,5.104228121927237
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,502,93,0,0,0.08543083900226757,0.3147959183673469,27.88888888888889,18.52589641434263,18.565914121292607,27.88888888888889,1.7091633466135459,6,5.286852589641434
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,414,89,0,0,0.09141865079365079,0.25485347985347984,24.352941176470587,21.497584541062803,18.340210287013356,24.352941176470587,1.828502415458937,3,5.543478260869565
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,363,75,0,0,0.06284461152882206,0.2571428571428571,51.857142857142854,20.66115702479339,29.0073199527745,51.857142857142854,1.8099173553719008,6,5.677685950413223
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,255,65,0,0,0.1210034013605442,0.27755102040816326,36.42857142857143,25.49019607843137,24.76750700280112,36.42857142857143,1.9372549019607843,2,5.9450980392156865
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,339,75,0,0,0.09546130952380952,0.3095238095238095,42.375,22.123893805309734,25.799557522123894,42.375,1.8259587020648969,4,5.548672566371682
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,388,81,0,0,0.12765567765567767,0.3215659340659341,48.5,20.876288659793815,27.750515463917527,48.5,1.7938144329896908,2,5.564432989690721
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,550,123,0,0,0.09158317872603587,0.25091218305504015,18.333333333333332,22.363636363636363,16.278787878787877,18.333333333333332,1.8436363636363637,7,5.6454545454545455
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,440,98,0,0,0.1331043956043956,0.3792582417582417,25.88235294117647,22.272727272727273,19.2620320855615,25.88235294117647,1.7840909090909092,4,5.4772727272727275
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,336,79,0,0,0.10587797619047618,0.2553571428571429,24.0,23.511904761904763,19.004761904761903,24.0,1.9136904761904763,4,5.883928571428571
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,398,104,0,0,0.11277281746031746,0.35982142857142857,39.8,26.13065326633166,26.372261306532664,39.8,1.9195979899497488,2,5.874371859296482
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,393,79,0,0,0.12906162464985993,0.37457983193277306,35.72727272727273,20.10178117048346,22.331621559102473,35.72727272727273,1.7735368956743003,3,5.440203562340967
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,604,118,0,0,0.08299319727891157,0.3730725623582767,30.2,19.5364238410596,19.894569536423845,30.2,1.7433774834437086,10,5.266556291390729
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,472,100,0,0,0.13653769841269842,0.29920634920634914,31.466666666666665,21.1864406779661,21.06124293785311,31.466666666666665,1.7690677966101696,3,5.438559322033898
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,500,117,0,0,0.11272546897546898,0.3570436507936508,35.714285714285715,23.400000000000002,23.645714285714288,35.714285714285715,1.878,2,5.742
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,420,81,0,0,0.16042857142857145,0.338095238095238,26.25,19.28571428571429,18.21428571428572,26.25,1.7714285714285714,5,5.447619047619048
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,445,92,0,0,0.10183531746031745,0.3424603174603174,27.8125,20.674157303370784,19.394662921348313,27.8125,1.8134831460674157,10,5.62247191011236
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,558,87,0,0,0.11373444264069264,0.36809050324675324,19.928571428571427,15.591397849462366,14.207987711213518,19.928571428571427,1.6594982078853047,16,5.075268817204301
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,591,102,0,0,0.18036507936507937,0.5056746031746032,19.06451612903226,17.258883248730964,14.52935975110529,19.06451612903226,1.6294416243654823,5,5.023688663282572
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,538,132,0,0,0.09871316855187823,0.29043209478693344,19.925925925925927,24.53531598513011,17.784496764422414,19.925925925925927,1.842007434944238,2,5.54089219330855
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,419,91,0,0,0.09571645021645021,0.35161038961038954,29.928571428571427,21.71837708830549,20.658779406750767,29.928571428571427,1.8138424821002386,2,5.608591885441528
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,298,73,0,0,0.12189153439153438,0.2867063492063492,42.57142857142857,24.496644295302016,26.827229146692236,42.57142857142857,1.8926174496644295,2,5.845637583892618
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,289,72,0,0,0.15671768707482991,0.30612244897959184,28.9,24.91349480968858,21.52539792387543,28.9,1.8927335640138407,3,5.823529411764706
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,297,79,0,0,0.1210034013605442,0.27755102040816326,33.0,26.599326599326602,23.839730639730643,33.0,1.9292929292929293,2,5.835016835016835
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,382,100,0,0,0.13181216931216932,0.30019841269841263,29.384615384615383,26.17801047120419,22.225050342327833,29.384615384615383,1.9109947643979057,2,5.900523560209424
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,491,90,1,0,0.1657912457912458,0.41396825396825404,25.842105263157894,18.329938900203665,17.668817665344626,25.842105263157894,1.7128309572301426,9,5.274949083503055
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,297,71,0,0,0.12906162464985993,0.3285714285714285,27.0,23.905723905723907,20.36228956228956,27.0,1.9191919191919191,2,5.91919191919192
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,540,114,0,0,0.13438644688644688,0.3850274725274725,21.6,21.11111111111111,17.084444444444443,21.6,1.7518518518518518,4,5.446296296296296
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,558,129,0,0,0.09304511278195489,0.26958020050125314,31.0,23.118279569892472,21.64731182795699,31.0,1.8028673835125448,4,5.508960573476703
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,387,93,0,0,0.20652056277056277,0.394512987012987,32.25,24.031007751937985,22.512403100775195,32.25,1.8837209302325582,4,5.710594315245478
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,563,107,0,0,0.18888888888888888,0.41243386243386243,29.63157894736842,19.005328596802844,19.45476301766851,29.63157894736842,1.7300177619893429,6,5.341030195381883
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,567,116,0,0,0.12030765530765529,0.2983603433603434,21.0,20.458553791887123,16.58342151675485,21.0,1.763668430335097,3,5.349206349206349
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,354,82,0,0,0.05681216931216931,0.3499999999999999,23.6,23.163841807909606,18.705536723163842,23.6,1.8672316384180792,2,5.700564971751413
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,286,69,0,0,0.13960317460317462,0.2923809523809524,28.6,24.125874125874127,21.09034965034965,28.6,1.8916083916083917,3,5.786713286713287
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,306,78,0,0,0.12317927170868348,0.2638655462184874,30.6,25.49019607843137,22.43607843137255,30.6,1.9019607843137254,2,5.787581699346405
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,326,80,0,0,0.0871624407338693,0.3447742733457019,27.166666666666668,24.539877300613497,20.68261758691207,27.166666666666668,1.8680981595092025,3,5.720858895705521
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,287,78,1,0,0.17462797619047618,0.3116071428571428,28.7,27.177700348432055,22.351080139372826,28.7,1.9651567944250872,2,5.975609756097561
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,356,91,0,0,0.04818840579710145,0.3159937888198758,23.733333333333334,25.56179775280899,19.71805243445693,23.733333333333334,1.8932584269662922,3,5.806179775280899
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,501,102,1,0,0.16203703703703703,0.40299823633156967,22.772727272727273,20.35928143712575,17.25280348394121,22.772727272727273,1.7604790419161678,7,5.319361277445109
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,536,126,0,0,0.11711309523809525,0.4299603174603175,22.333333333333332,23.507462686567166,18.3363184079602,22.333333333333332,1.8544776119402986,7,5.630597014925373
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,545,113,0,0,0.1157114624505929,0.46639845661584795,25.952380952380953,20.733944954128443,18.674530362603758,25.952380952380953,1.7963302752293577,5,5.38348623853211
bctech2078,https://insights.blackcoffer.com/data-transformation/,650,109,3,0,0.02922619047619047,0.45651785714285714,22.413793103448278,16.76923076923077,15.673209549071618,22.413793103448278,1.7092307692307693,8,5.123076923076923
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,532,101,0,0,0.13262471655328797,0.40753968253968254,23.130434782608695,18.984962406015036,16.846158875449493,23.130434782608695,1.7593984962406015,10,5.475563909774436
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,466,104,0,0,0.11771825396825399,0.4114285714285714,29.125,22.317596566523605,20.577038626609443,29.125,1.8369098712446352,4,5.76824034334764
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,873,242,1,0,0.1439066747206282,0.40498842243028293,22.973684210526315,27.720504009163804,20.27767528787605,22.973684210526315,1.9518900343642611,5,5.810996563573883
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,424,82,0,0,0.051096491228070175,0.46156015037593984,47.111111111111114,19.339622641509436,26.58029350104822,47.111111111111114,1.7806603773584906,3,5.44811320754717
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,517,114,0,0,0.08578540507111936,0.3210884353741496,27.210526315789473,22.05029013539652,19.704326580474397,27.210526315789473,1.816247582205029,2,5.5802707930367506
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,268,61,0,0,0.09243197278911564,0.3561224489795918,44.666666666666664,22.761194029850746,26.971144278606968,44.666666666666664,1.8917910447761195,2,5.727611940298507
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,514,104,0,1,0.1567959001782531,0.3715558950853068,28.555555555555557,20.233463035019454,19.515607436230006,28.555555555555557,1.7490272373540856,4,5.33852140077821
bctech2086,https://insights.blackcoffer.com/medical-classification/,425,95,1,0,0.04692982456140351,0.27406015037593984,26.5625,22.35294117647059,19.56617647058824,26.5625,1.8823529411764706,4,5.75764705882353
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,296,76,0,0,0.1210034013605442,0.32755102040816325,37.0,25.675675675675674,25.07027027027027,37.0,1.9695945945945945,2,5.993243243243243
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,340,93,0,0,0.0806689342403628,0.389795918367347,26.153846153846153,27.35294117647059,21.4027149321267,26.153846153846153,1.9852941176470589,1,5.952941176470588
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,433,69,0,0,0.04430529787672645,0.2257266542980829,27.0625,15.935334872979215,17.199133949191687,27.0625,1.7136258660508084,6,5.323325635103926
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,461,114,0,0,0.08821428571428572,0.2958333333333333,41.90909090909091,24.728850325379607,26.655176493788208,41.90909090909091,1.8633405639913232,1,5.685466377440347
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,259,61,0,0,0.053388278388278386,0.3065934065934066,37.0,23.552123552123554,24.220849420849422,37.0,1.9227799227799227,1,5.783783783783784
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,369,82,0,0,0.12114512471655328,0.3600340136054421,46.125,22.22222222222222,27.338888888888892,46.125,1.8617886178861789,1,5.658536585365853
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,438,97,0,0,0.07028388278388277,0.3353479853479853,20.857142857142858,22.146118721461185,17.201304631441616,20.857142857142858,1.8424657534246576,2,5.659817351598173
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,447,101,0,0,0.11311912724956204,0.36682592769549294,24.833333333333332,22.595078299776286,18.97136465324385,24.833333333333332,1.8993288590604027,1,5.803131991051454
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,379,84,0,0,0.05783730158730158,0.34047619047619054,31.583333333333332,22.163588390501317,21.49876868953386,31.583333333333332,1.8865435356200528,1,5.643799472295514
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,285,68,0,0,0.053388278388278386,0.27582417582417584,47.5,23.859649122807017,28.54385964912281,47.5,1.880701754385965,2,5.63859649122807
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,370,89,0,0,0.1152529761904762,0.3324404761904762,26.428571428571427,24.054054054054056,20.193050193050194,26.428571428571427,1.8594594594594596,1,5.621621621621622
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,434,103,0,0,0.10312950937950938,0.37339466089466083,24.11111111111111,23.732718894009217,19.13753200204813,24.11111111111111,1.8778801843317972,3,5.744239631336406
bctech2099,https://insights.blackcoffer.com/web-data-connector/,371,80,0,0,0.06152056277056277,0.27355144855144853,24.733333333333334,21.563342318059302,18.518670260557055,24.733333333333334,1.84366576819407,2,5.560646900269542
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,336,65,0,0,0.1520021645021645,0.391017316017316,56.0,19.345238095238095,30.138095238095243,56.0,1.806547619047619,2,5.502976190476191
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,397,79,1,5,-0.11144179894179894,0.46031746031746024,56.714285714285715,19.899244332493705,30.645412018711767,56.714285714285715,1.7607052896725441,1,5.433249370277078
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,974,197,0,0,0.1278533635676493,0.38325774754346187,27.82857142857143,20.2258726899384,19.221777647403933,27.82857142857143,1.7043121149897331,2,5.249486652977413
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,1007,192,0,0,0.1069538926681784,0.4698715041572185,27.216216216216218,19.06653426017875,18.51310019055799,27.216216216216218,1.6981132075471699,1,5.24428997020854
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,252,69,0,0,0.05783730158730158,0.3738095238095238,36.0,27.380952380952383,25.352380952380955,36.0,1.9761904761904763,1,5.98015873015873
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,470,89,0,0,0.06707875457875458,0.2665116934347703,24.736842105263158,18.93617021276596,17.469204927211646,24.736842105263158,1.7468085106382978,2,5.23404255319149
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,352,83,0,0,0.12157142857142857,0.33504761904761904,29.333333333333332,23.579545454545457,21.165151515151518,29.333333333333332,1.8693181818181819,1,5.684659090909091
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,475,89,0,0,0.05533694083694084,0.3354935064935065,29.6875,18.736842105263158,19.369736842105265,29.6875,1.7326315789473685,1,5.271578947368421
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,396,96,0,0,0.08450176366843032,0.3530202821869488,30.46153846153846,24.242424242424242,21.881585081585083,30.46153846153846,1.8762626262626263,4,5.712121212121212
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,518,128,1,0,0.10582706766917294,0.3647869674185463,28.77777777777778,24.71042471042471,21.395280995281,28.77777777777778,1.9073359073359073,5,5.789575289575289
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,380,85,3,0,0.11892006802721088,0.41113945578231287,20.0,22.36842105263158,16.94736842105263,20.0,1.868421052631579,4,5.7
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,476,96,0,0,0.06798889516280819,0.3488518727649162,23.8,20.168067226890756,17.587226890756302,23.8,1.773109243697479,4,5.300420168067227
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,290,75,0,0,0.021324143692564742,0.33024227234753545,32.22222222222222,25.862068965517242,23.23371647509579,32.22222222222222,1.9482758620689655,3,5.848275862068966
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,435,96,0,0,0.043622448979591825,0.29064625850340137,27.1875,22.06896551724138,19.702586206896555,27.1875,1.8620689655172413,4,5.606896551724138
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,208,58,0,0,0.0630952380952381,0.3168831168831169,41.6,27.884615384615387,27.793846153846154,41.6,2.0240384615384617,1,6.105769230769231
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,761,136,0,0,0.13825247079964062,0.3924977538185085,22.38235294117647,17.871222076215506,16.101430006956793,22.38235294117647,1.7109067017082786,2,5.253613666228646
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,473,83,1,0,0.21400226757369617,0.3755102040816326,24.894736842105264,17.547568710359407,16.97692222098587,24.894736842105264,1.7061310782241015,2,5.245243128964059
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,438,97,0,0,0.014484126984126973,0.39550264550264547,21.9,22.146118721461185,17.618447488584476,21.9,1.8356164383561644,1,5.550228310502283
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,313,71,0,0,0.0996279761904762,0.33869047619047615,31.3,22.683706070287542,21.593482428115017,31.3,1.9105431309904153,1,5.696485623003195
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,469,81,0,0,0.07660714285714286,0.4414682539682539,19.541666666666668,17.270788912579956,14.72498223169865,19.541666666666668,1.7505330490405118,3,5.29637526652452
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,502,98,2,0,0.13839285714285715,0.38565541601255887,33.46666666666667,19.52191235059761,21.195431606905714,33.46666666666667,1.7091633466135459,6,5.247011952191235
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,649,113,0,0,0.12181372549019608,0.37559523809523804,32.45,17.41140215716487,19.944560862865952,32.45,1.6856702619414483,7,5.229583975346687
